subprefeitura;acao_orcamentaria;descricao_proj_ativ;liq_pdm;liq_oc;liq_op;liq_23;liq_da;ref_idrgp;posicao_ranking;liq_idrgp_22;liq_idrgp_23;liq_idrbp_acum;status
Subprefeitura Aricanduva/Formosa/Carrão;1.137;Pavimentação e Recapeamento de Vias;2889730,238267177250;0,000000000;0,00;2889730,238267177250;94656938,34;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;1.169;Reforma e Acessibilidade em Passeios Públicos;353890,893122600159;0,000000000;0,00;353890,893122600159;589922,88;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;2.520;Manutenção e Operação em Atenção Básica, Especialidades e de Serviços Auxiliares de Diagnóstico e Terapia;25813583,199999999255;0,000000000;392300,95;26205884,149999998510;103819760,89;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;72075,494984767050;0,000000000;0,00;72075,494984767050;94455,95;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;2.878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;372850,870476893964;0,000000000;0,00;372850,870476893964;2685309,16;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;3.354;Construção de Unidades Habitacionais;255769,427025132289;0,000000000;0,00;255769,427025132289;0,00;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;3.356;Regularização Fundiária;380755,916472365672;0,000000000;0,00;380755,916472365672;0,00;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;3.357;Urbanização de Favelas;689363,890083298553;0,000000000;0,00;689363,890083298553;0,00;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;3.365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);15709,985065857671;0,000000000;0,00;15709,985065857671;18240,22;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;3.512;Ampliação, Reforma e Requalificação de Equipamentos Esportivos;7058079,681507752277;26763233,300000001;5641949,21;39463262,191507756710;10749634,02;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;4.305;Manutenção e Operação das Praças Digitais;378,867844634560;0,000000000;0,00;378,867844634560;0,00;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;4.308;Manutenção e Operação de Equipamentos de Proteção Social Especial à População em Situação de Rua;28961,714308441857;0,000000000;0,00;28961,714308441857;11543916,56;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;6.154;Manutenção e Operação de Equipamentos de Proteção Social Especial à População Idosa;76135,871183288778;0,000000000;0,00;76135,871183288778;1085005,14;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Aricanduva/Formosa/Carrão;6.206;Manutenção e Operação de Equipamentos Intergeracionais de Convivência e Fortalecimento de Vínculos;30954,669391300340;0,000000000;0,00;30954,669391300340;3190405,17;0,0157;25;48467315,774366401;46310899,48;94778215,25436640;Acima da referência do IDRGP
Subprefeitura Butantã;1.137;Pavimentação e Recapeamento de Vias;2498717,836795323528;0,000000000;0,00;2498717,836795323528;65373614,26;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;1.169;Reforma e Acessibilidade em Passeios Públicos;488936,667578528170;0,000000000;0,00;488936,667578528170;1221724,71;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;1.358;Construção e Implantação do Descomplica SP;18008,369999999999;0,000000000;0,00;18008,369999999999;19139,49;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;1.702;Construção e Implantação de Parques Urbanos e Lineares;4548403,576783951372;0,000000000;0,00;4548403,576783951372;5725480,06;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;1.703;Ampliação, Reforma e Requalificação de Parques Urbanos e Lineares;2086867,082876046654;0,000000000;0,00;2086867,082876046654;3130856,39;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;2.403;Manutenção e Operação do Descomplica SP;1918929,228271481115;0,000000000;0,00;1918929,228271481115;2278975,89;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;259747,528699311224;0,000000000;0,00;259747,528699311224;340402,79;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;2.878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;1974877,434897796251;0,000000000;0,00;1974877,434897796251;3905429,85;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;2.902;Manutenção e Operação de Equipamentos de Convivência e Fortalecimento de Vínculos para a Pessoa Idosa;24109,774695255866;0,000000000;0,00;24109,774695255866;857063,87;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.354;Construção de Unidades Habitacionais;11255809,737276092172;0,000000000;0,00;11255809,737276092172;40237134,21;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.356;Regularização Fundiária;5107,770436873071;0,000000000;0,00;5107,770436873071;380524,29;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.357;Urbanização de Favelas;8194243,106500872411;0,000000000;0,00;8194243,106500872411;7186754,11;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.360;Ampliação, Reforma e Requalificação de Centros de Educação Infantil (CEI);1146641,500000000000;0,000000000;0,00;1146641,500000000000;4586102,64;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.362;Ampliação, Reforma e Requalificação de Escolas Municipais de Educação Infantil (EMEI);72103,820475076340;0,000000000;0,00;72103,820475076340;159817,15;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);61007,290009254677;0,000000000;0,00;61007,290009254677;66949,72;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;3.512;Ampliação, Reforma e Requalificação de Equipamentos Esportivos;646904,244619876146;0,000000000;0,00;646904,244619876146;985251,54;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;4.305;Manutenção e Operação das Praças Digitais;8928,950685830830;0,000000000;0,00;8928,950685830830;0,00;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;4.308;Manutenção e Operação de Equipamentos de Proteção Social Especial à População em Situação de Rua;15110,316037532895;0,000000000;0,00;15110,316037532895;4076116,05;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;6.154;Manutenção e Operação de Equipamentos de Proteção Social Especial à População Idosa;201036,382468536933;0,000000000;0,00;201036,382468536933;2979313,92;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;6.206;Manutenção e Operação de Equipamentos Intergeracionais de Convivência e Fortalecimento de Vínculos;51758,224571468862;0,000000000;0,00;51758,224571468862;5232668,63;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Butantã;6.371;Escola Municipal de Educação Artística - EMIA;2012595,932755634654;0,000000000;0,00;2012595,932755634654;1088,35;0,0250;20;90657009,328374207;76155910,02;166812919,34837419;Acima da referência do IDRGP
Subprefeitura Campo Limpo;1.137;Pavimentação e Recapeamento de Vias;1035582,934718352510;0,000000000;0,00;1035582,934718352510;190346873,90;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;1.169;Reforma e Acessibilidade em Passeios Públicos;498837,403235157370;0,000000000;0,00;498837,403235157370;831543,29;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;1.358;Construção e Implantação do Descomplica SP;18008,369999999999;0,000000000;0,00;18008,369999999999;470325,40;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;1.702;Construção e Implantação de Parques Urbanos e Lineares;12175,219009896220;0,000000000;0,00;12175,219009896220;259078,26;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;1.703;Ampliação, Reforma e Requalificação de Parques Urbanos e Lineares;889227,539849509951;0,000000000;0,00;889227,539849509951;1450444,52;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;2.403;Manutenção e Operação do Descomplica SP;2711168,368549371604;0,000000000;0,00;2711168,368549371604;4777384,28;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;205907,473240026389;0,000000000;0,00;205907,473240026389;269844,64;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;2.878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;1121447,757704477292;0,000000000;0,00;1121447,757704477292;1513165,25;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;2.902;Manutenção e Operação de Equipamentos de Convivência e Fortalecimento de Vínculos para a Pessoa Idosa;27883,430809411759;0,000000000;0,00;27883,430809411759;1982422,60;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.340;Programa Pode Entrar;7486255,833512499928;0,000000000;0,00;7486255,833512499928;18060033,96;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.354;Construção de Unidades Habitacionais;5471043,331227404997;0,000000000;0,00;5471043,331227404997;5419654,98;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.355;Execução do Programa de Mananciais;3337354,302000000142;0,000000000;0,00;3337354,302000000142;0,00;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.356;Regularização Fundiária;608170,764998603961;0,000000000;0,00;608170,764998603961;0,00;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.357;Urbanização de Favelas;22000286,863780625165;0,000000000;0,00;22000286,863780625165;19669078,31;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.362;Ampliação, Reforma e Requalificação de Escolas Municipais de Educação Infantil (EMEI);1351381,964346938068;0,000000000;0,00;1351381,964346938068;2995319,98;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.363;Construção e Implantação de Centros Educacionais Unificados (CEU);3585959,462454672903;0,000000000;0,00;3585959,462454672903;52410205,30;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);16621,243696290407;0,000000000;0,00;16621,243696290407;18240,24;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;3.512;Ampliação, Reforma e Requalificação de Equipamentos Esportivos;40852,617120926807;0,000000000;0,00;40852,617120926807;62219,57;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;4.305;Manutenção e Operação das Praças Digitais;505,160134045820;0,000000000;0,00;505,160134045820;0,00;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;4.308;Manutenção e Operação de Equipamentos de Proteção Social Especial à População em Situação de Rua;8190,812242535857;0,000000000;0,00;8190,812242535857;4993174,32;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;6.154;Manutenção e Operação de Equipamentos de Proteção Social Especial à População Idosa;85309,016414687663;0,000000000;0,00;85309,016414687663;2506806,83;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Campo Limpo;6.206;Manutenção e Operação de Equipamentos Intergeracionais de Convivência e Fortalecimento de Vínculos;54663,136179733126;0,000000000;0,00;54663,136179733126;10531950,97;0,0616;3;162656915,646409005;70401799,10;233058714,74640900;Dentro da referência
Subprefeitura Capela do Socorro;1.137;Pavimentação e Recapeamento de Vias;10306444,506339674816;0,000000000;0,00;10306444,506339674816;98395862,57;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;1.169;Reforma e Acessibilidade em Passeios Públicos;1267955,898879073327;0,000000000;0,00;1267955,898879073327;2113635,05;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;1.358;Construção e Implantação do Descomplica SP;18008,369999999999;0,000000000;0,00;18008,369999999999;18008,37;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;1.702;Construção e Implantação de Parques Urbanos e Lineares;165667,929999999993;0,000000000;0,00;165667,929999999993;22248552,95;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;1.703;Ampliação, Reforma e Requalificação de Parques Urbanos e Lineares;783736,271825536503;0,000000000;0,00;783736,271825536503;1781016,94;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;2.403;Manutenção e Operação do Descomplica SP;2089645,049953992711;0,000000000;0,00;2089645,049953992711;2535515,50;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;2.520;Manutenção e Operação em Atenção Básica, Especialidades e de Serviços Auxiliares de Diagnóstico e Terapia;77286145,800000011921;0,000000000;0,00;77286145,800000011921;104395551,21;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;204586,312296574673;0,000000000;0,00;204586,312296574673;268113,24;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;2.878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;1269635,518942271126;0,000000000;0,00;1269635,518942271126;2176218,27;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;2.902;Manutenção e Operação de Equipamentos de Convivência e Fortalecimento de Vínculos para a Pessoa Idosa;4431,726929031011;0,000000000;0,00;4431,726929031011;472622,38;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.354;Construção de Unidades Habitacionais;3239119,878534375224;0,000000000;0,00;3239119,878534375224;0,00;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.355;Execução do Programa de Mananciais;314117499,039289414883;0,000000000;0,00;314117499,039289414883;467265366,47;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.356;Regularização Fundiária;827793,935591971618;0,000000000;0,00;827793,935591971618;263405,93;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.357;Urbanização de Favelas;1783268,513812418794;0,000000000;0,00;1783268,513812418794;0,00;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.362;Ampliação, Reforma e Requalificação de Escolas Municipais de Educação Infantil (EMEI);104330,187575844771;0,000000000;0,00;104330,187575844771;231246,46;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.363;Construção e Implantação de Centros Educacionais Unificados (CEU);404089,216569350159;0,000000000;0,00;404089,216569350159;5938637,08;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);31786,653270938685;0,000000000;0,00;31786,653270938685;1454471,80;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;3.512;Ampliação, Reforma e Requalificação de Equipamentos Esportivos;24824,058841042308;0,000000000;0,00;24824,058841042308;37807,67;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;4.305;Manutenção e Operação das Praças Digitais;505,160134045820;0,000000000;0,00;505,160134045820;0,00;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;4.308;Manutenção e Operação de Equipamentos de Proteção Social Especial à População em Situação de Rua;2265,335989239202;0,000000000;0,00;2265,335989239202;3714992,00;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;6.154;Manutenção e Operação de Equipamentos de Proteção Social Especial à População Idosa;23459,469482137280;0,000000000;0,00;23459,469482137280;1085472,22;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;6.206;Manutenção e Operação de Equipamentos Intergeracionais de Convivência e Fortalecimento de Vínculos;15320,118389371966;0,000000000;0,00;15320,118389371966;4850341,95;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Capela do Socorro;7.127;Estudos, Planos e Projetos Ambientais;45834,167375772813;0,000000000;0,00;45834,167375772813;569417,76;0,0708;1;183875047,134315997;43369814,46;227244861,59431601;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;1.137;Pavimentação e Recapeamento de Vias;2812014,133151859976;0,000000000;0,00;2812014,133151859976;197040846,07;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;1.169;Reforma e Acessibilidade em Passeios Públicos;439566,856013783487;0,000000000;0,00;439566,856013783487;934336,83;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;1.358;Construção e Implantação do Descomplica SP;143021,747649929981;0,000000000;0,00;143021,747649929981;418640,89;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;1.702;Construção e Implantação de Parques Urbanos e Lineares;16832,224997549685;0,000000000;0,00;16832,224997549685;979281,22;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;63697,614667528127;0,000000000;0,00;63697,614667528127;83476,62;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;2.878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;385241,188796279486;0,000000000;0,00;385241,188796279486;519804,49;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;3.354;Construção de Unidades Habitacionais;2519499,729955301154;0,000000000;0,00;2519499,729955301154;5306231,42;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;3.356;Regularização Fundiária;767836,086868326995;0,000000000;0,00;767836,086868326995;332704,59;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;3.357;Urbanização de Favelas;2057239,468444884988;0,000000000;0,00;2057239,468444884988;2857836,66;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;3.512;Ampliação, Reforma e Requalificação de Equipamentos Esportivos;2022327,779186840868;0,000000000;0,00;2022327,779186840868;3080056,40;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;3.661;Parceria Público Privada - Habitação;458260,264879972907;0,000000000;0,00;458260,264879972907;60000000,00;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Casa Verde/Cachoeirinha;4.305;Manutenção e Operação das Praças Digitais;649,487733659246;0,000000000;0,00;649,487733659246;0,00;0,0270;18;26718451,883854300;38789794,27;65508246,15385430;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;1.137;Pavimentação e Recapeamento de Vias;2567330,366611986421;0,000000000;0,00;2567330,366611986421;82178554,88;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;1.169;Reforma e Acessibilidade em Passeios Públicos;1545773,146898214705;0,000000000;0,00;1545773,146898214705;2719640,37;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;1.358;Construção e Implantação do Descomplica SP;504978,454785116308;0,000000000;0,00;504978,454785116308;1720712,61;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;1.702;Construção e Implantação de Parques Urbanos e Lineares;202115,249208601832;0,000000000;0,00;202115,249208601832;254567,67;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;87147,275220212483;0,000000000;0,00;87147,275220212483;114207,73;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;2.878;Conservação e Manutenção de Unidades Educacionais - Educação Infantil;683980,832574746106;0,000000000;0,00;683980,832574746106;922892,77;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;2.902;Manutenção e Operação de Equipamentos de Convivência e Fortalecimento de Vínculos para a Pessoa Idosa;63610,542475552262;0,000000000;0,00;63610,542475552262;2261252,89;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;3.354;Construção de Unidades Habitacionais;3239119,878534375224;0,000000000;0,00;3239119,878534375224;0,00;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;3.355;Execução do Programa de Mananciais;165024205,104062825441;0,000000000;0,00;165024205,104062825441;239784588,29;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;3.356;Regularização Fundiária;608170,764998603961;0,000000000;0,00;608170,764998603961;0,00;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;3.357;Urbanização de Favelas;1783268,513812418794;0,000000000;0,00;1783268,513812418794;0,00;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;3.363;Construção e Implantação de Centros Educacionais Unificados (CEU);1882788,274884530576;0,000000000;0,00;1882788,274884530576;27542060,00;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;3.365;Construção de Escolas Municipais de Ensino Fundamental (EMEF);30501,230217552435;0,000000000;0,00;30501,230217552435;33472,21;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;4.305;Manutenção e Operação das Praças Digitais;505,160134045820;0,000000000;0,00;505,160134045820;0,00;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;4.308;Manutenção e Operação de Equipamentos de Proteção Social Especial à População em Situação de Rua;9793,065593596380;0,000000000;0,00;9793,065593596380;5415063,54;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;5.425;Implantação da Casa de Cultura Cidade Ademar;3182064,080000000075;0,000000000;0,00;3182064,080000000075;4928264,23;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;6.154;Manutenção e Operação de Equipamentos de Proteção Social Especial à População Idosa;82309,621840310880;0,000000000;0,00;82309,621840310880;1172986,68;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Ademar;6.206;Manutenção e Operação de Equipamentos Intergeracionais de Convivência e Fortalecimento de Vínculos;63982,529559863236;0,000000000;0,00;63982,529559863236;6547872,08;0,0483;6;46786244,864353999;11058529,22;57844774,08435400;Aquem da referência do IDRGP
Subprefeitura Cidade Tiradentes;1.137;Pavimentação e Recapeamento de Vias;1272664,523187856888;0,000000000;378830,16;1651494,683187856805;9887963,20;0,0278;17;23014256,974229202;28652051,80;51666308,77422920;Aquem da referência do IDRGP
Subprefeitura Cidade Tiradentes;1.169;Reforma e Acessibilidade em Passeios Públicos;313847,669736992684;0,000000000;0,00;313847,669736992684;572202,55;0,0278;17;23014256,974229202;28652051,80;51666308,77422920;Aquem da referência do IDRGP
Subprefeitura Cidade Tiradentes;1.358;Construção e Implantação do Descomplica SP;40560,835072165195;0,000000000;0,00;40560,835072165195;739744,06;0,0278;17;23014256,974229202;28652051,80;51666308,77422920;Aquem da referência do IDRGP
Subprefeitura Cidade Tiradentes;1.703;Ampliação, Reforma e Requalificação de Parques Urbanos e Lineares;57563,830712829382;0,000000000;0,00;57563,830712829382;85085,47;0,0278;17;23014256,974229202;28652051,80;51666308,77422920;Aquem da referência do IDRGP
Subprefeitura Cidade Tiradentes;2.403;Manutenção e Operação do Descomplica SP;2560081,345169249922;0,000000000;0,00;2560081,345169249922;2979840,02;0,0278;17;23014256,974229202;28652051,80;51666308,77422920;Aquem da referência do IDRGP
Subprefeitura Cidade Tiradentes;2.830;Conservação e Manutenção de Unidades Educacionais - CEU;120619,170817576654;0,000000000;0,00;120619,170817576654;158073,12;0,0278;17;23014256,974229202;28652051,80;51666308,77422920;Aquem da referência do IDRGP
